date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,target
2010-12-12,-4,-14,0.0,1.0,1,40,11:27 AM,11:34 PM,07:15 AM,04:28 PM,-9,-17,-8,-17,50,96,97,2.3,1011,-4,2,327,32,Ohio,0
2010-12-13,12,7,0.0,6.0,2,47,12:01 PM,No moonset,07:49 AM,04:19 PM,8,8,9,8,19,63,96,5.9,1010,12,7,184,7,Tacoma,0
2010-12-03,-1,-6,0.6,6.0,1,11,05:00 AM,02:51 PM,07:12 AM,04:34 PM,-7,-7,-3,-7,17,61,76,1.9,1023,-1,7,80,11,Illinois,0
2010-12-04,4,-2,0.0,9.0,2,4,05:58 AM,03:30 PM,07:04 AM,04:28 PM,-4,-4,1,-4,30,16,73,0.0,1010,4,10,305,19,New York,0
2010-11-23,15,9,0.0,10.0,3,79,06:12 PM,08:49 AM,06:53 AM,04:33 PM,10,10,12,10,25,46,93,0.2,1014,15,9,243,14,Newark,0
2010-11-21,3,-1,0.5,5.0,1,100,04:17 PM,07:36 AM,07:23 AM,04:28 PM,-2,-3,0,-3,17,55,91,1.8,1007,3,5,11,8,Tacoma,0
2010-11-22,20,8,0.0,11.0,3,87,05:53 PM,07:56 AM,06:59 AM,05:08 PM,11,14,14,14,14,21,86,0.0,1026,20,7,215,7,Southern California,0
2010-11-24,2,-4,1.6,5.0,1,72,07:19 PM,09:46 AM,06:57 AM,04:31 PM,-4,-6,0,-6,39,68,79,11.0,1016,2,7,119,23,Ohio,0
2010-11-06,19,9,0.0,11.0,4,0,08:07 AM,06:48 PM,07:37 AM,06:29 PM,3,13,13,13,16,0,48,0.0,1027,19,10,67,9,Texas,0
2010-10-27,28,15,0.0,10.0,5,65,09:37 PM,10:05 AM,06:03 AM,05:42 PM,17,20,21,20,10,47,84,0.3,1013,28,7,197,2,Alberta,0
2010-10-28,25,20,0.0,10.0,5,58,10:46 PM,10:24 AM,05:43 AM,05:46 PM,19,25,25,23,14,34,76,1.9,1010,25,10,280,6,Island of Puerto Rico,0
2010-10-29,7,1,0.0,6.0,1,51,11:54 PM,01:43 PM,07:42 AM,06:15 PM,1,1,4,1,33,61,84,2.9,1021,7,8,291,18,Northern Illinois,0
2010-10-26,20,16,0.0,1.0,4,72,08:19 PM,11:00 AM,07:20 AM,06:01 PM,17,18,18,18,22,85,96,0.0,1012,20,6,190,13,Newark,0
2010-08-19,36,21,0.0,13.0,7,63,04:33 PM,01:33 AM,06:15 AM,07:36 PM,7,27,27,27,26,1,29,0.0,1010,36,10,268,13,California,0
2010-08-20,24,15,0.0,6.0,4,70,04:49 PM,03:24 AM,06:52 AM,07:29 PM,18,19,20,19,9,74,87,39.0,1010,24,8,205,3,Island of Puerto Rico,0
2010-08-21,33,19,0.0,13.0,7,77,06:16 PM,03:45 AM,06:40 AM,08:00 PM,17,27,27,26,13,3,60,0.0,1014,33,10,132,6,North Carolina,0
2010-08-22,31,25,0.0,12.0,6,84,06:36 PM,04:27 AM,06:26 AM,07:46 PM,24,30,30,27,18,62,83,15.5,1010,31,9,203,10,Virginia,0
2010-08-23,28,23,0.0,13.0,7,92,07:04 PM,05:26 AM,06:27 AM,07:45 PM,21,28,28,25,20,14,78,0.2,1010,28,9,135,13,Virginia,0
2010-08-11,35,27,0.0,14.0,8,4,08:27 AM,09:04 PM,06:45 AM,08:04 PM,24,36,36,31,13,25,67,0.0,1011,35,10,203,7,Texas,0
2010-07-29,27,16,0.0,14.0,5,75,10:01 PM,09:36 AM,06:09 AM,08:33 PM,17,22,23,22,23,32,77,6.3,1014,27,9,294,12,Northern California,0
2010-07-23,33,18,0.0,10.0,6,81,07:08 PM,03:32 AM,06:00 AM,08:36 PM,20,27,27,25,28,44,74,3.3,1014,33,8,242,14,Pennsylvania,0
2010-07-24,32,22,0.0,9.0,6,88,07:42 PM,04:23 AM,05:51 AM,08:28 PM,24,30,30,26,26,59,87,23.3,1011,32,8,244,12,Illinois,0
2010-07-25,25,18,0.0,7.0,5,96,08:22 PM,05:36 AM,06:05 AM,08:37 PM,20,24,24,22,24,60,88,16.7,1013,25,7,281,12,Northern California,0
2010-07-26,27,15,0.0,14.0,6,100,08:51 PM,06:37 AM,06:06 AM,08:36 PM,14,20,21,20,13,26,69,0.0,1019,27,8,180,8,Northern California,0
2010-07-15,28,13,0.0,16.0,6,23,10:41 AM,10:55 PM,05:29 AM,09:02 PM,13,21,21,21,9,0,59,0.0,1019,28,10,242,5,Tacoma,0
2010-07-16,31,26,0.0,13.0,6,30,11:37 AM,11:20 PM,05:57 AM,08:22 PM,24,32,32,28,28,19,77,1.3,1015,31,10,218,17,Virginia,0
2010-07-17,33,26,0.0,13.0,6,37,12:58 PM,No moonset,06:16 AM,08:31 PM,22,32,32,28,26,34,73,1.2,1017,33,9,235,14,Southern California,0
2010-07-18,33,22,0.0,15.0,7,45,01:54 PM,No moonset,05:40 AM,08:24 PM,19,29,29,28,18,11,63,0.0,1011,33,10,268,10,New York,0
2010-07-19,32,21,0.0,12.0,6,52,03:03 PM,12:10 AM,05:41 AM,08:23 PM,22,30,30,27,17,25,77,4.8,1010,32,10,215,7,New York,0
2010-06-25,26,16,0.0,15.0,6,96,08:06 PM,04:15 AM,05:14 AM,08:26 PM,16,21,22,21,19,2,73,0.0,1017,26,10,167,10,Michigan,0
2010-06-26,28,26,0.0,12.0,6,100,07:25 PM,05:48 AM,05:50 AM,07:03 PM,24,31,31,27,19,55,83,18.5,1014,28,10,69,11,Island of Puerto Rico,0
2010-06-06,23,13,0.0,15.0,4,25,01:36 AM,02:41 PM,05:24 AM,08:29 PM,14,18,19,18,26,16,80,0.4,1012,23,10,233,14,Ohio,0
2010-01-18,9,2,0.0,9.0,1,17,08:46 AM,08:25 PM,07:17 AM,04:57 PM,2,1,4,1,27,65,91,1.6,1008,9,8,179,16,New York,0
2010-01-19,16,5,0.0,10.0,3,24,09:29 AM,09:46 PM,07:24 AM,05:33 PM,7,9,10,9,13,20,86,0.0,1015,16,10,210,7,Southern California,0
2010-01-20,15,4,0.0,10.0,2,31,09:53 AM,10:43 PM,07:26 AM,05:32 PM,7,7,9,7,17,50,86,2.6,1013,15,8,178,9,North Carolina,0
2010-01-21,1,-7,0.0,10.0,2,39,10:11 AM,11:46 PM,07:34 AM,05:20 PM,-5,-9,-3,-9,34,36,79,0.3,1019,1,9,117,21,Northern and Central California,0
2010-01-22,26,24,0.0,9.0,6,46,11:15 AM,No moonset,06:59 AM,06:12 PM,23,28,28,26,19,30,84,0.9,1014,26,10,142,11,Island of Puerto Rico,0
2010-01-23,8,-1,0.0,10.0,2,53,11:19 AM,12:43 AM,07:25 AM,05:35 PM,1,1,3,1,16,27,86,0.0,1021,8,6,114,8,North Carolina,0
2010-01-24,9,-3,0.0,1.0,1,60,11:23 AM,01:38 AM,07:14 AM,05:05 PM,2,1,3,1,19,74,94,0.2,1019,9,8,125,10,Newark,0
2010-01-25,14,6,0.0,1.0,3,68,12:07 PM,02:46 AM,07:13 AM,05:06 PM,10,8,11,8,55,80,93,33.2,998,14,8,204,28,Newark,0
2010-01-26,20,3,0.0,11.0,4,75,02:02 PM,03:28 AM,06:56 AM,05:46 PM,3,10,10,10,16,21,68,0.0,1014,20,8,164,8,San Francisco Bay Area,0
2010-01-27,-1,-6,0.0,7.0,1,82,02:28 PM,05:15 AM,07:30 AM,05:27 PM,-8,-11,-4,-11,38,71,80,0.0,1021,-1,5,258,23,Northern and Central California,0
2010-01-28,-1,-13,1.0,1.0,1,90,03:44 PM,06:09 AM,07:29 AM,05:28 PM,-9,-13,-6,-13,45,89,84,3.1,1022,-1,2,273,25,Northern and Central California,0
2009-12-10,-3,-12,0.0,1.0,1,37,01:30 AM,12:56 PM,07:28 AM,04:48 PM,-11,-15,-6,-15,55,85,71,0.0,1010,-3,2,265,32,Northern California,0
2009-12-11,3,-4,0.0,9.0,2,30,02:53 AM,01:08 PM,07:47 AM,04:19 PM,-8,-2,-1,-2,9,4,67,0.0,1013,3,10,108,4,Tacoma,0
2009-12-12,8,2,0.0,9.0,2,23,03:26 AM,01:53 PM,07:08 AM,04:48 PM,-4,2,5,2,20,12,49,0.0,1034,8,10,183,14,Virginia,0
2009-12-09,27,13,0.0,11.0,4,45,12:15 AM,12:33 PM,06:24 AM,05:39 PM,14,20,20,20,13,27,75,0.0,1012,27,7,242,5,Alberta,0
2009-12-08,5,-1,0.0,9.0,2,52,No moonrise,11:46 AM,07:08 AM,04:29 PM,0,-1,2,-1,19,18,86,0.0,1025,5,10,243,11,Newark,0
2009-12-07,5,-4,0.0,1.0,1,59,10:58 PM,11:13 AM,06:47 AM,04:40 PM,1,-2,2,-2,33,81,89,14.9,1004,5,6,240,19,California,0
2009-10-13,22,16,0.0,10.0,4,30,01:58 AM,03:47 PM,07:10 AM,06:30 PM,15,19,20,19,26,38,77,0.0,1018,22,9,230,17,Virginia,0
2009-07-21,25,15,0.0,15.0,4,0,05:09 AM,08:28 PM,05:59 AM,08:37 PM,15,20,20,20,14,22,76,0.3,1019,25,10,93,8,Pennsylvania,0
2009-06-12,27,23,0.0,11.0,5,60,11:49 PM,09:57 AM,05:44 AM,08:23 PM,21,27,27,24,24,43,85,7.8,1009,27,10,222,13,Virginia,0
2009-06-13,22,15,0.0,8.0,4,52,No moonrise,10:42 AM,05:24 AM,08:28 PM,17,19,19,19,15,65,92,2.8,1013,22,9,102,7,New York,0
2009-03-08,24,19,0.0,12.0,6,81,04:08 PM,04:53 AM,06:37 AM,06:24 PM,18,21,22,21,28,23,81,0.0,1017,24,10,164,16,Texas,0
2008-11-11,27,12,0.0,11.0,5,93,04:14 PM,04:22 AM,06:09 AM,05:37 PM,14,19,19,19,10,22,79,0.0,1013,27,7,95,3,Alberta,0
2008-11-07,13,4,0.0,10.0,2,62,01:32 PM,No moonset,06:27 AM,04:34 PM,3,6,9,6,28,33,65,0.0,1007,13,10,213,17,Michigan,0
2008-09-22,23,12,0.0,12.0,4,39,No moonrise,03:23 PM,07:03 AM,07:12 PM,12,16,17,16,17,39,77,0.0,1027,23,7,58,9,Northern and Central California,0
2008-08-16,27,17,0.0,13.0,5,100,07:48 PM,05:42 AM,06:08 AM,07:52 PM,15,21,22,21,13,27,71,0.3,1014,27,10,267,7,New York,0
2008-07-25,27,12,0.0,15.0,5,44,11:46 PM,02:17 PM,05:41 AM,08:51 PM,11,19,19,19,15,10,62,0.0,1017,27,10,253,6,Tacoma,0
2014-12-03,2,-2,0.0,10.0,2,76,02:39 PM,03:42 AM,06:57 AM,04:17 PM,-4,-5,-1,-5,28,34,76,0.0,1024,2,10,262,17,Michigan,0
2010-07-10,37,20,0.0,15.0,7,0,04:24 AM,07:25 PM,05:46 AM,08:08 PM,7,27,27,28,19,7,26,0.0,1011,37,10,275,10,California,0
2011-06-24,17,9,0.0,16.0,4,32,12:57 AM,02:51 PM,05:14 AM,09:10 PM,9,13,13,13,15,51,81,0.2,1018,17,7,207,6,Tacoma,0
2009-06-16,24,19,0.0,6.0,5,30,01:02 AM,02:00 PM,05:30 AM,08:39 PM,19,21,21,21,21,71,94,7.1,1010,24,9,78,10,Illinois,0
2013-02-02,-5,-13,0.0,3.0,1,44,No moonrise,10:30 AM,07:24 AM,05:35 PM,-11,-16,-9,-16,25,93,87,2.3,1022,-5,6,236,16,Northern and Central California,0
2009-03-20,6,2,0.0,11.0,1,32,03:54 AM,01:19 PM,07:05 AM,07:15 PM,1,1,4,1,23,49,85,2.2,1026,6,9,211,13,Southeastern Michigan,0
2014-05-14,27,25,0.0,12.0,6,100,06:54 PM,05:39 AM,05:51 AM,06:49 PM,22,28,28,26,30,50,81,0.1,1015,27,10,90,19,Island of Puerto Rico,0
2009-08-18,30,25,0.0,11.0,6,7,04:03 AM,06:42 PM,06:23 AM,07:51 PM,22,30,30,27,27,27,72,0.9,1019,30,10,215,17,Virginia,0
2014-05-10,27,22,0.0,12.0,5,74,04:16 PM,03:44 AM,06:30 AM,08:02 PM,21,26,26,24,31,31,85,0.5,1012,27,10,140,18,Texas,0
2014-08-18,28,17,0.0,11.0,5,43,12:23 AM,03:03 PM,06:16 AM,07:58 PM,20,24,24,23,17,58,84,0.2,1010,28,5,189,8,Illinois,0
2010-12-08,2,-3,0.0,9.0,2,11,09:30 AM,07:46 PM,07:04 AM,04:47 PM,-8,-5,0,-5,29,7,56,0.0,1019,2,10,307,18,Virginia,0
2008-11-20,4,-2,0.0,4.0,1,39,No moonrise,12:56 PM,06:50 AM,04:34 PM,-5,-3,0,-3,15,59,68,0.0,1012,4,9,295,8,Newark,0
2009-11-09,16,8,0.0,9.0,3,42,No moonrise,01:06 PM,06:55 AM,05:03 PM,7,11,12,11,21,27,71,0.0,1026,16,10,219,11,Northern and Central California,0
2009-01-07,18,3,0.0,9.0,3,74,01:20 PM,03:25 AM,07:01 AM,04:56 PM,1,8,9,8,10,0,63,0.0,1021,18,10,262,5,California,0
2010-10-22,19,10,0.0,11.0,4,98,06:06 PM,07:06 AM,07:30 AM,06:34 PM,3,14,14,14,17,0,54,0.0,1020,19,10,113,8,Southern California,0
2008-08-19,21,15,0.0,9.0,4,77,09:08 PM,09:31 AM,06:12 AM,08:13 PM,14,16,17,16,22,78,86,10.7,1009,21,7,191,10,Tacoma,0
2010-11-25,7,2,0.0,8.0,1,64,08:26 PM,10:23 AM,06:54 AM,04:31 PM,-2,2,4,2,12,58,67,3.5,1019,7,9,168,8,New York,0
2009-01-26,8,-2,0.0,10.0,2,0,08:21 AM,06:18 PM,08:18 AM,06:08 PM,0,2,2,2,8,26,83,0.0,1014,8,10,227,3,Georgia,0
2009-08-26,36,16,0.0,13.0,7,36,01:16 PM,11:06 PM,06:20 AM,07:27 PM,-4,25,25,26,15,0,13,0.0,1016,36,10,288,7,California,0
2009-10-27,15,7,0.0,11.0,4,58,02:43 PM,01:09 AM,07:09 AM,06:02 PM,-3,10,12,10,33,5,36,0.0,1008,15,10,303,19,California,0
2010-02-20,11,-3,0.0,12.0,2,44,09:56 AM,No moonset,06:59 AM,06:04 PM,-2,1,4,1,17,8,70,0.0,1022,11,10,326,9,North Carolina,0
2010-02-05,1,-4,11.7,1.0,1,47,12:34 AM,10:32 AM,07:21 AM,05:38 PM,-4,-7,-2,-7,28,79,87,12.0,1019,1,6,103,16,Northern Illinois,0
2008-09-11,20,16,0.0,8.0,4,78,05:08 PM,03:13 AM,06:52 AM,07:17 PM,17,18,18,18,18,73,94,24.5,1011,20,6,146,5,San Francisco Bay Area,0
2011-09-10,28,21,0.0,13.0,6,88,06:13 PM,05:01 AM,06:42 AM,07:20 PM,20,26,26,24,10,10,76,0.0,1013,28,10,287,6,Virginia,0
2014-09-18,28,13,0.0,10.0,5,26,01:26 AM,02:25 PM,05:58 AM,06:08 PM,17,20,21,20,8,29,79,7.0,1013,28,8,185,2,Alberta,0
2010-07-02,26,16,0.0,6.0,5,57,10:57 PM,10:40 AM,05:42 AM,06:43 PM,18,20,21,20,10,61,89,9.9,1013,26,8,218,3,Alberta,0
2014-10-23,22,15,0.0,4.0,4,0,05:46 AM,05:45 PM,06:02 AM,05:44 PM,17,18,19,18,10,70,90,65.1,1012,22,9,230,2,Alberta,0
2014-09-05,31,27,0.0,9.0,6,76,04:55 PM,03:07 AM,06:59 AM,07:37 PM,24,33,33,28,19,38,77,4.2,1016,31,9,139,11,Texas,0
2012-04-28,30,13,0.0,13.0,5,49,12:17 PM,01:02 AM,06:32 AM,07:40 PM,1,21,20,21,22,15,35,0.0,1011,30,10,209,10,San Francisco Bay Area,0
2011-07-10,29,22,0.0,15.0,7,64,04:13 PM,01:32 AM,05:53 AM,08:25 PM,21,28,28,25,12,1,76,0.0,1017,29,10,143,7,Virginia,0
2013-08-18,36,20,0.0,13.0,7,80,05:45 PM,03:33 AM,06:14 AM,07:37 PM,5,27,27,28,16,3,20,0.0,1011,36,10,193,10,California,0
2011-01-05,-3,-7,0.0,10.0,2,0,08:23 AM,06:36 PM,07:39 AM,05:02 PM,-10,-9,-5,-9,23,38,69,0.0,1015,-3,10,272,13,Northern Illinois,0
2013-10-05,26,19,0.0,7.0,5,0,07:29 AM,06:39 PM,06:49 AM,06:22 PM,19,22,23,22,25,62,87,10.7,1012,26,9,183,14,Michigan,0
2013-02-06,-1,-9,0.0,7.0,1,14,03:58 AM,01:51 PM,07:17 AM,05:36 PM,-8,-9,-5,-9,21,45,87,0.0,1023,-1,6,299,11,Pennsylvania,0
2013-10-09,21,18,0.0,1.0,4,28,11:54 AM,10:13 PM,07:06 AM,06:35 PM,18,19,19,19,60,93,90,100.8,1017,21,7,39,39,Virginia,0
2012-05-13,28,17,0.0,7.0,5,44,12:43 AM,12:50 PM,05:40 AM,06:30 PM,16,22,23,22,20,58,70,7.4,1013,28,9,97,6,Alberta,0
2013-04-28,19,9,0.0,9.0,3,71,11:25 PM,08:14 AM,05:58 AM,07:53 PM,11,13,14,13,13,54,83,0.0,1012,19,7,157,7,Ohio,0
2010-09-19,27,14,0.0,9.0,5,76,03:49 PM,02:56 AM,05:58 AM,06:07 PM,17,20,21,20,9,35,84,1.0,1012,27,9,66,2,Alberta,0
2014-03-24,5,-2,0.0,6.0,1,38,02:23 AM,12:33 PM,06:53 AM,07:13 PM,0,-3,1,-3,27,61,69,0.0,1019,5,10,181,14,Newark,0
2009-05-05,21,10,0.0,14.0,5,73,04:44 PM,03:42 AM,05:49 AM,08:00 PM,9,15,15,15,22,19,68,0.0,1014,21,10,167,13,Ohio,0
2010-10-16,21,8,0.0,11.0,3,55,03:05 PM,12:38 AM,07:14 AM,06:18 PM,11,14,14,14,11,44,82,2.1,1014,21,8,241,6,Georgia,0
2014-07-05,25,10,0.0,15.0,5,52,01:42 PM,12:34 AM,05:47 AM,08:46 PM,10,17,18,17,19,4,64,0.0,1023,25,8,298,9,Pennsylvania,0
2013-08-26,29,14,0.0,12.0,5,62,11:26 PM,12:12 PM,06:45 AM,07:35 PM,14,21,21,21,27,15,72,1.2,1014,29,9,80,11,San Francisco Bay Area,0
2013-03-27,13,5,0.0,7.0,2,100,08:28 PM,06:49 AM,06:58 AM,07:33 PM,7,8,9,8,7,64,90,1.5,1014,13,6,142,4,Tacoma,0
2009-01-08,23,3,0.0,11.0,4,82,02:58 PM,04:27 AM,06:59 AM,05:32 PM,-1,11,11,11,13,8,46,0.0,1016,23,10,156,6,San Francisco Bay Area,0
2014-05-22,21,13,0.0,15.0,5,39,01:57 AM,02:00 PM,05:32 AM,08:17 PM,13,16,16,16,19,15,79,0.0,1019,21,10,318,12,Ohio,0
2014-06-26,27,18,0.0,13.0,5,0,05:06 AM,07:55 PM,05:25 AM,08:36 PM,20,22,23,22,19,55,89,0.3,1016,27,8,111,10,Ohio,0
2011-11-08,19,5,0.0,11.0,4,88,03:44 PM,04:50 AM,06:53 AM,05:04 PM,4,10,10,10,16,7,67,0.0,1023,19,10,170,8,Northern California,0
2014-07-06,30,19,0.0,12.0,5,59,02:12 PM,12:43 AM,05:33 AM,08:38 PM,13,25,25,24,12,37,56,6.1,1012,30,10,197,5,Georgia,0
2008-11-18,-1,-6,0.0,3.0,1,55,10:49 PM,12:21 PM,07:06 AM,04:55 PM,-7,-9,-4,-9,27,60,78,0.1,1024,-1,6,292,16,Northern Illinois,0
2013-11-06,28,25,0.0,4.0,6,18,09:26 AM,08:59 PM,06:25 AM,05:49 PM,22,29,29,26,10,53,74,14.0,1011,28,9,128,5,Island of Puerto Rico,0
2008-07-03,26,16,0.0,7.0,4,0,06:46 AM,09:04 PM,06:19 AM,08:06 PM,17,20,20,20,11,66,86,18.8,1013,26,7,195,3,San Francisco Bay Area,0
2010-05-02,33,20,0.0,14.0,6,71,No moonrise,09:29 AM,06:25 AM,08:04 PM,20,27,27,26,34,33,78,0.0,1016,33,10,197,18,Southern California,0
2008-11-18,25,12,0.0,10.0,5,55,10:43 PM,11:50 AM,06:30 AM,04:44 PM,-6,17,17,17,12,0,25,0.0,1020,25,10,95,6,California,0
2013-04-06,17,7,0.0,13.0,4,14,04:32 AM,04:17 PM,06:57 AM,07:43 PM,5,10,12,10,24,3,73,0.0,1022,17,10,99,13,Southern California,0
2010-01-14,9,-3,0.0,10.0,1,0,07:00 AM,05:02 PM,07:26 AM,05:28 PM,-2,0,2,0,17,27,76,0.0,1026,9,10,224,9,Southern California,0
2013-11-13,3,-3,0.0,10.0,2,71,02:26 PM,02:29 AM,06:41 AM,04:39 PM,-7,-5,0,-5,26,3,62,0.0,1027,3,10,303,17,New York,0
2013-01-14,13,5,0.0,7.0,2,12,08:49 AM,08:37 PM,07:18 AM,04:52 PM,6,7,9,7,20,63,83,0.5,1020,13,7,271,12,New York,0
2013-09-02,24,17,0.0,10.0,5,4,03:31 AM,05:33 PM,06:15 AM,07:19 PM,16,20,21,20,25,49,81,1.1,1011,24,10,85,14,Michigan,0
2014-04-27,29,25,0.0,10.0,6,0,04:40 AM,05:26 PM,05:59 AM,06:44 PM,21,29,29,27,22,23,76,1.0,1015,29,10,119,13,Island of Puerto Rico,0
2014-04-04,33,15,0.0,11.0,5,28,09:49 AM,11:01 PM,06:00 AM,06:21 PM,13,23,23,23,14,21,61,0.7,1011,33,10,191,4,Island of Puerto Rico,0
2013-06-14,22,12,0.0,13.0,4,38,10:59 AM,No moonset,05:24 AM,08:28 PM,13,16,17,16,25,46,84,5.4,1007,22,9,195,12,New York,0
2013-02-05,1,-3,0.0,1.0,1,21,02:45 AM,12:41 PM,07:06 AM,05:27 PM,-2,-3,-1,-3,10,76,93,0.9,1013,1,8,89,7,Southeastern Michigan,0
2008-09-25,28,24,0.0,1.0,5,16,03:40 AM,04:44 PM,07:04 AM,07:08 PM,24,29,29,25,9,83,97,21.8,1010,28,5,140,4,Island of Puerto Rico,0
2011-05-26,32,21,0.0,14.0,7,34,02:19 AM,02:52 PM,06:07 AM,08:22 PM,18,28,28,26,33,12,74,0.0,1014,32,10,192,18,Southern California,0
2012-10-24,22,13,0.0,11.0,4,60,03:37 PM,02:28 AM,07:37 AM,06:21 PM,12,16,17,16,18,45,79,0.0,1018,22,7,231,9,Northern Illinois,0
2014-01-24,9,-2,0.0,10.0,2,38,01:22 AM,12:11 PM,08:20 AM,06:06 PM,-2,1,3,1,14,41,69,0.7,1018,9,10,214,8,Georgia,0
2012-10-27,16,7,0.0,1.0,3,82,05:03 PM,05:33 AM,07:40 AM,06:17 PM,10,11,12,11,21,94,93,1.5,1015,16,5,219,11,Northern California,0
2011-02-11,-3,-14,0.0,10.0,2,56,11:03 AM,01:23 AM,07:15 AM,05:45 PM,-10,-15,-9,-15,26,33,91,0.0,1020,-3,10,228,14,Northern Illinois,0
2012-11-16,10,8,0.0,8.0,2,13,09:35 AM,07:53 PM,06:44 AM,04:54 PM,6,6,9,6,32,45,80,0.4,1026,10,10,97,21,Virginia,0
2014-09-04,31,22,0.0,13.0,6,68,04:05 PM,01:15 AM,06:27 AM,07:26 PM,21,28,28,25,34,31,88,7.4,1012,31,10,177,18,Ohio,0
2013-09-04,29,12,0.0,13.0,6,0,05:40 AM,06:45 PM,06:27 AM,07:26 PM,15,20,21,20,14,4,75,0.0,1018,29,10,275,7,Ohio,0
2008-11-13,21,12,0.0,2.0,4,100,05:20 PM,07:23 AM,06:51 AM,05:13 PM,14,15,15,15,19,80,93,24.2,1016,21,8,157,9,Southern California,0
2011-02-08,-1,-15,1.1,7.0,1,33,09:25 AM,11:22 PM,07:18 AM,05:41 PM,-10,-16,-9,-16,39,69,96,1.9,1019,-1,4,295,22,Northern California,0
2014-12-07,5,-1,0.0,9.0,2,100,05:55 PM,07:47 AM,07:07 AM,04:28 PM,-4,-3,2,-3,41,29,65,3.0,1031,5,9,58,26,New York,0
2009-02-25,9,-2,0.0,7.0,1,1,06:42 AM,06:42 PM,06:38 AM,05:44 PM,2,0,3,0,30,73,97,0.9,1018,9,10,215,17,Ohio,0
2014-06-15,30,15,0.0,15.0,6,74,10:28 PM,08:30 AM,05:37 AM,08:08 PM,2,22,22,22,38,2,32,0.0,1008,30,10,249,24,California,0
2014-09-28,24,13,0.0,11.0,4,27,10:58 AM,09:15 PM,06:41 AM,06:34 PM,14,18,19,18,12,20,78,0.0,1019,24,10,84,6,Michigan,0
2010-01-04,-6,-8,0.0,1.0,1,70,10:07 PM,10:07 AM,07:40 AM,05:01 PM,-8,-15,-7,-15,38,100,92,1.6,1014,-6,1,285,22,Northern and Central California,0
2014-07-03,25,15,0.0,8.0,5,37,11:49 AM,No moonset,05:49 AM,08:50 PM,18,20,21,20,20,49,87,7.7,1015,25,6,235,10,Northern and Central California,0
2013-05-24,16,6,0.0,11.0,3,99,08:36 PM,05:04 AM,05:24 AM,08:50 PM,7,11,11,11,13,63,80,1.0,1016,16,8,181,6,Tacoma,0
2009-05-28,23,18,0.0,15.0,5,26,10:04 AM,No moonset,05:48 AM,08:15 PM,19,21,22,21,21,49,91,1.2,1010,23,7,167,12,Virginia,0
2010-03-14,12,2,0.0,12.0,3,0,05:40 AM,05:30 PM,06:24 AM,06:14 PM,2,6,7,6,10,31,70,0.0,1025,12,10,135,6,Tacoma,0
2008-11-03,17,10,0.0,7.0,3,32,11:47 AM,09:34 PM,06:41 AM,05:21 PM,12,12,14,12,31,65,93,3.4,1026,17,9,24,17,Southern California,0
2009-03-17,15,4,0.0,12.0,3,53,01:49 AM,10:43 AM,07:23 AM,07:25 PM,5,7,8,7,15,35,82,0.0,1023,15,8,168,8,Northern Illinois,0
2013-06-17,28,15,0.0,14.0,5,61,02:23 PM,01:20 AM,05:44 AM,08:49 PM,15,20,21,20,19,41,78,1.4,1013,28,8,261,10,Northern California,0
2009-01-08,23,3,0.0,11.0,4,82,02:58 PM,04:27 AM,06:59 AM,05:32 PM,-1,11,11,11,13,8,46,0.0,1016,23,10,156,6,San Francisco Bay Area,0
2012-02-24,11,-1,0.0,3.0,1,11,07:51 AM,09:04 PM,06:57 AM,06:00 PM,3,1,5,1,45,87,88,8.7,999,11,7,204,24,Northern and Central California,0
2010-05-19,23,11,0.0,15.0,5,38,11:06 AM,12:41 AM,05:35 AM,08:14 PM,9,17,17,17,18,15,62,0.0,1016,23,10,109,9,Ohio,0
2013-01-15,11,9,0.0,1.0,2,20,09:28 AM,09:50 PM,07:16 AM,05:12 PM,8,7,9,7,27,93,92,4.6,1023,11,8,42,18,Virginia,0
2011-01-22,-7,-18,0.0,1.0,1,77,08:42 PM,08:30 AM,07:09 AM,04:50 PM,-12,-19,-11,-19,27,88,94,0.0,1016,-7,9,248,17,Michigan,0
2013-11-08,11,5,0.0,5.0,2,33,12:04 PM,10:11 PM,07:04 AM,04:42 PM,6,6,8,6,23,62,91,0.0,1019,11,9,200,9,Tacoma,0
2010-02-06,23,15,0.0,9.0,4,39,12:38 AM,12:07 PM,06:37 AM,06:09 PM,14,18,19,18,14,48,82,1.1,1014,23,8,57,7,Alberta,0
2011-04-16,11,6,0.0,3.0,2,93,06:35 PM,05:17 AM,06:35 AM,07:55 PM,8,5,8,5,54,84,96,34.8,1005,11,7,181,27,Northern Illinois,0
2008-10-12,25,10,0.0,11.0,5,86,05:21 PM,04:49 AM,07:24 AM,06:39 PM,7,15,16,15,17,2,59,0.0,1031,25,10,136,8,Northern and Central California,0
2014-06-18,29,20,0.0,11.0,5,52,No moonrise,11:51 AM,05:23 AM,08:35 PM,23,27,27,25,24,54,91,19.8,1012,29,9,204,13,Ohio,0
2014-03-09,4,-10,0.0,11.0,2,53,11:48 AM,01:49 AM,06:19 AM,05:58 PM,-4,-7,-2,-7,30,32,91,0.0,1019,4,8,229,17,Ohio,0
